time (s),getData(":pwr" ?result "tran") (W)
23.03E-9,430.8E-6
23.05E-9,429.6E-6
23.07E-9,429.0E-6
23.10E-9,428.4E-6
23.14E-9,427.9E-6
23.19E-9,427.3E-6
23.25E-9,426.8E-6
23.36E-9,426.3E-6
23.52E-9,425.9E-6
23.74E-9,425.7E-6
24.00E-9,425.6E-6
24.39E-9,425.5E-6
25.03E-9,425.4E-6
25.60E-9,425.4E-6
26.00E-9,425.4E-6
26.00E-9,438.3E-6
26.01E-9,459.1E-6
26.01E-9,468.0E-6
26.02E-9,554.0E-6
26.02E-9,731.9E-6
26.03E-9,1.002E-3
26.03E-9,1.228E-3
26.03E-9,1.391E-3
26.04E-9,1.556E-3
26.04E-9,1.659E-3
26.04E-9,1.725E-3
26.04E-9,1.763E-3
26.05E-9,1.783E-3
26.05E-9,1.771E-3
26.05E-9,1.750E-3
26.05E-9,1.708E-3
26.05E-9,1.658E-3
26.05E-9,1.614E-3
26.05E-9,1.554E-3
26.06E-9,1.509E-3
26.06E-9,1.474E-3
26.06E-9,1.446E-3
26.06E-9,1.426E-3
26.06E-9,1.394E-3
26.07E-9,1.370E-3
26.07E-9,1.345E-3
26.07E-9,1.319E-3
26.07E-9,1.285E-3
26.08E-9,1.263E-3
26.08E-9,1.247E-3
26.08E-9,1.234E-3
26.09E-9,1.227E-3
26.09E-9,1.226E-3
26.10E-9,1.230E-3
26.10E-9,1.237E-3
26.11E-9,1.249E-3
26.11E-9,1.270E-3
26.11E-9,1.293E-3
26.12E-9,1.312E-3
26.12E-9,1.333E-3
26.12E-9,1.358E-3
26.12E-9,1.381E-3
26.13E-9,1.406E-3
26.13E-9,1.435E-3
26.13E-9,1.466E-3
26.14E-9,1.509E-3
26.14E-9,1.551E-3
26.15E-9,1.590E-3
26.15E-9,1.624E-3
26.16E-9,1.638E-3
26.16E-9,1.649E-3
26.16E-9,1.662E-3
26.16E-9,1.679E-3
26.17E-9,1.701E-3
26.17E-9,1.728E-3
26.17E-9,1.762E-3
26.17E-9,1.797E-3
26.18E-9,1.857E-3
26.18E-9,1.904E-3
26.18E-9,1.953E-3
26.19E-9,2.009E-3
26.19E-9,2.052E-3
26.19E-9,2.099E-3
26.20E-9,2.149E-3
26.20E-9,2.205E-3
26.20E-9,2.268E-3
26.20E-9,2.328E-3
26.21E-9,2.395E-3
26.21E-9,2.466E-3
26.21E-9,2.549E-3
26.21E-9,2.628E-3
26.22E-9,2.740E-3
26.22E-9,2.868E-3
26.22E-9,2.997E-3
26.23E-9,3.159E-3
26.23E-9,3.316E-3
26.24E-9,3.431E-3
26.24E-9,3.479E-3
26.25E-9,3.472E-3
26.25E-9,3.448E-3
26.25E-9,3.422E-3
26.26E-9,3.417E-3
26.26E-9,3.455E-3
26.26E-9,3.541E-3
26.27E-9,3.625E-3
26.27E-9,3.668E-3
26.28E-9,3.614E-3
26.28E-9,3.518E-3
26.28E-9,3.424E-3
26.29E-9,3.300E-3
26.29E-9,3.176E-3
26.29E-9,3.033E-3
26.30E-9,2.850E-3
26.30E-9,2.682E-3
26.31E-9,2.471E-3
26.31E-9,2.326E-3
26.31E-9,2.217E-3
26.32E-9,2.127E-3
26.32E-9,2.041E-3
26.33E-9,1.940E-3
26.33E-9,1.847E-3
26.34E-9,1.771E-3
26.34E-9,1.703E-3
26.35E-9,1.606E-3
26.36E-9,1.529E-3
26.36E-9,1.468E-3
26.37E-9,1.417E-3
26.37E-9,1.365E-3
26.38E-9,1.310E-3
26.38E-9,1.253E-3
26.39E-9,1.206E-3
26.39E-9,1.172E-3
26.40E-9,1.180E-3
26.40E-9,1.240E-3
26.41E-9,1.358E-3
26.41E-9,1.433E-3
26.42E-9,1.435E-3
26.42E-9,1.390E-3
26.43E-9,1.320E-3
26.43E-9,1.235E-3
26.44E-9,1.145E-3
26.45E-9,1.060E-3
26.45E-9,998.3E-6
26.46E-9,930.3E-6
26.46E-9,881.8E-6
26.47E-9,848.0E-6
26.47E-9,819.8E-6
26.48E-9,775.0E-6
26.48E-9,738.8E-6
26.49E-9,729.9E-6
26.49E-9,745.7E-6
26.50E-9,791.4E-6
26.50E-9,834.8E-6
26.51E-9,873.5E-6
26.51E-9,877.6E-6
26.52E-9,864.6E-6
26.53E-9,839.6E-6
26.53E-9,821.8E-6
26.54E-9,809.8E-6
26.55E-9,805.5E-6
26.55E-9,807.0E-6
26.56E-9,820.5E-6
26.57E-9,886.3E-6
26.58E-9,991.7E-6
26.58E-9,1.055E-3
26.59E-9,1.069E-3
26.60E-9,1.098E-3
26.60E-9,1.187E-3
26.61E-9,1.273E-3
26.61E-9,1.330E-3
26.62E-9,1.335E-3
26.63E-9,1.302E-3
26.63E-9,1.230E-3
26.64E-9,1.139E-3
26.64E-9,1.051E-3
26.65E-9,951.2E-6
26.66E-9,826.6E-6
26.67E-9,664.0E-6
26.69E-9,512.0E-6
26.71E-9,410.0E-6
26.73E-9,355.1E-6
26.76E-9,335.0E-6
26.78E-9,328.5E-6
26.80E-9,326.4E-6
26.83E-9,325.7E-6
26.87E-9,325.5E-6
26.91E-9,325.4E-6
26.96E-9,325.4E-6
27.04E-9,325.3E-6
27.15E-9,325.2E-6
27.34E-9,325.1E-6
27.61E-9,325.0E-6
27.81E-9,325.0E-6
28.00E-9,324.9E-6
28.39E-9,324.9E-6
29.16E-9,324.8E-6
29.58E-9,324.8E-6
30.00E-9,324.8E-6
30.00E-9,337.3E-6
30.01E-9,358.5E-6
30.01E-9,370.7E-6
30.02E-9,462.2E-6
30.02E-9,640.1E-6
30.03E-9,905.0E-6
30.03E-9,1.118E-3
30.03E-9,1.326E-3
30.04E-9,1.444E-3
30.04E-9,1.512E-3
30.04E-9,1.555E-3
30.05E-9,1.591E-3
30.05E-9,1.606E-3
30.05E-9,1.614E-3
30.05E-9,1.584E-3
30.05E-9,1.546E-3
30.05E-9,1.508E-3
30.06E-9,1.448E-3
30.06E-9,1.385E-3
30.06E-9,1.334E-3
30.06E-9,1.305E-3
30.06E-9,1.286E-3
30.06E-9,1.273E-3
30.07E-9,1.265E-3
30.07E-9,1.259E-3
30.07E-9,1.253E-3
30.07E-9,1.249E-3
30.08E-9,1.245E-3
30.08E-9,1.240E-3
30.08E-9,1.235E-3
30.09E-9,1.235E-3
30.09E-9,1.241E-3
30.09E-9,1.255E-3
30.10E-9,1.272E-3
30.10E-9,1.296E-3
30.11E-9,1.318E-3
30.11E-9,1.340E-3
30.11E-9,1.360E-3
30.12E-9,1.382E-3
30.12E-9,1.401E-3
30.12E-9,1.419E-3
30.13E-9,1.429E-3
30.13E-9,1.434E-3
30.14E-9,1.437E-3
30.14E-9,1.446E-3
30.14E-9,1.461E-3
30.15E-9,1.482E-3
30.15E-9,1.509E-3
30.15E-9,1.545E-3
30.16E-9,1.595E-3
30.16E-9,1.645E-3
30.16E-9,1.706E-3
30.17E-9,1.765E-3
30.17E-9,1.837E-3
30.18E-9,1.879E-3
30.18E-9,1.901E-3
30.18E-9,1.920E-3
30.19E-9,1.974E-3
30.19E-9,2.126E-3
30.20E-9,2.362E-3
30.21E-9,2.597E-3
30.21E-9,2.721E-3
30.22E-9,2.779E-3
30.22E-9,2.777E-3
30.23E-9,2.730E-3
30.23E-9,2.656E-3
30.24E-9,2.606E-3
30.24E-9,2.620E-3
30.25E-9,2.705E-3
30.26E-9,2.864E-3
30.26E-9,2.981E-3
30.27E-9,3.050E-3
30.27E-9,3.084E-3
30.28E-9,3.106E-3
30.28E-9,3.108E-3
30.29E-9,3.073E-3
30.29E-9,3.002E-3
30.29E-9,2.899E-3
30.30E-9,2.760E-3
30.30E-9,2.591E-3
30.31E-9,2.444E-3
30.32E-9,2.320E-3
30.32E-9,2.221E-3
30.33E-9,2.134E-3
30.33E-9,2.073E-3
30.34E-9,2.037E-3
30.34E-9,2.010E-3
30.34E-9,2.005E-3
30.35E-9,2.027E-3
30.35E-9,2.065E-3
30.35E-9,2.136E-3
30.36E-9,2.276E-3
30.36E-9,2.422E-3
30.37E-9,2.577E-3
30.37E-9,2.678E-3
30.38E-9,2.708E-3
30.38E-9,2.676E-3
30.39E-9,2.594E-3
30.39E-9,2.482E-3
30.40E-9,2.392E-3
30.41E-9,2.335E-3
30.41E-9,2.276E-3
30.42E-9,2.214E-3
30.42E-9,2.154E-3
30.43E-9,2.076E-3
30.43E-9,2.022E-3
30.44E-9,2.021E-3
30.44E-9,2.049E-3
30.45E-9,2.071E-3
30.46E-9,2.050E-3
30.46E-9,2.008E-3
30.47E-9,1.966E-3
30.47E-9,1.970E-3
30.48E-9,2.019E-3
30.48E-9,2.086E-3
30.49E-9,2.113E-3
30.50E-9,2.096E-3
30.50E-9,2.048E-3
30.51E-9,2.006E-3
30.51E-9,1.970E-3
30.51E-9,1.925E-3
30.51E-9,1.886E-3
30.52E-9,1.847E-3
30.52E-9,1.802E-3
30.52E-9,1.754E-3
30.53E-9,1.696E-3
30.53E-9,1.630E-3
30.54E-9,1.604E-3
30.54E-9,1.629E-3
30.55E-9,1.667E-3
30.56E-9,1.674E-3
30.56E-9,1.655E-3
30.57E-9,1.621E-3
30.57E-9,1.597E-3
30.58E-9,1.589E-3
30.58E-9,1.588E-3
30.58E-9,1.598E-3
30.59E-9,1.615E-3
30.59E-9,1.641E-3
30.60E-9,1.679E-3
30.60E-9,1.703E-3
30.61E-9,1.716E-3
30.61E-9,1.690E-3
30.62E-9,1.644E-3
30.63E-9,1.653E-3
30.63E-9,1.755E-3
30.64E-9,1.864E-3
30.64E-9,1.935E-3
30.64E-9,2.000E-3
30.65E-9,2.043E-3
30.65E-9,2.065E-3
30.66E-9,2.050E-3
30.66E-9,2.009E-3
30.67E-9,1.965E-3
30.67E-9,1.961E-3
30.68E-9,2.003E-3
30.68E-9,2.071E-3
30.69E-9,2.117E-3
30.69E-9,2.135E-3
30.70E-9,2.140E-3
30.70E-9,2.139E-3
30.71E-9,2.129E-3
30.71E-9,2.118E-3
30.72E-9,2.117E-3
30.72E-9,2.111E-3
30.73E-9,2.081E-3
30.73E-9,2.044E-3
30.74E-9,2.024E-3
30.74E-9,2.009E-3
30.75E-9,1.986E-3
30.76E-9,1.949E-3
30.76E-9,1.904E-3
30.77E-9,1.850E-3
30.77E-9,1.799E-3
30.78E-9,1.743E-3
30.79E-9,1.669E-3
30.79E-9,1.590E-3
30.80E-9,1.590E-3
30.81E-9,1.588E-3
30.81E-9,1.562E-3
30.82E-9,1.513E-3
30.82E-9,1.444E-3
30.83E-9,1.335E-3
30.83E-9,1.250E-3
30.84E-9,1.159E-3
30.84E-9,1.069E-3
30.85E-9,983.2E-6
30.86E-9,907.7E-6
30.86E-9,877.2E-6
30.87E-9,849.4E-6
30.87E-9,828.3E-6
30.87E-9,810.4E-6
30.88E-9,794.1E-6
30.88E-9,776.3E-6
30.88E-9,764.8E-6
30.88E-9,751.4E-6
30.89E-9,739.8E-6
30.89E-9,729.1E-6
30.89E-9,717.7E-6
30.90E-9,706.8E-6
30.90E-9,702.3E-6
30.91E-9,700.8E-6
30.92E-9,697.7E-6
30.93E-9,694.4E-6
30.94E-9,694.5E-6
30.95E-9,714.9E-6
30.96E-9,757.3E-6
30.97E-9,792.0E-6
30.98E-9,801.7E-6
30.99E-9,870.1E-6
31.00E-9,995.0E-6
31.00E-9,1.075E-3
31.01E-9,1.097E-3
31.01E-9,1.082E-3
31.02E-9,1.040E-3
31.03E-9,996.5E-6
31.03E-9,947.3E-6
31.04E-9,889.8E-6
31.05E-9,818.4E-6
31.06E-9,742.5E-6
31.08E-9,704.6E-6
31.09E-9,687.3E-6
31.11E-9,683.2E-6
31.12E-9,686.0E-6
31.14E-9,692.0E-6
31.16E-9,699.9E-6
31.18E-9,710.6E-6
31.21E-9,723.0E-6
31.23E-9,735.0E-6
31.26E-9,749.5E-6
31.27E-9,778.3E-6
31.28E-9,809.5E-6
31.30E-9,848.9E-6
31.31E-9,873.9E-6
31.32E-9,894.3E-6
31.32E-9,904.9E-6
31.33E-9,913.0E-6
31.33E-9,913.4E-6
31.33E-9,911.3E-6
31.34E-9,908.3E-6
31.34E-9,906.0E-6
31.34E-9,904.9E-6
31.34E-9,904.3E-6
31.35E-9,903.9E-6
31.35E-9,903.6E-6
31.35E-9,903.6E-6
31.36E-9,903.8E-6
31.37E-9,903.5E-6
31.38E-9,898.4E-6
31.39E-9,883.9E-6
31.40E-9,854.9E-6
31.41E-9,808.1E-6
31.42E-9,759.8E-6
31.43E-9,722.3E-6
31.44E-9,694.5E-6
31.45E-9,673.2E-6
31.46E-9,657.6E-6
31.47E-9,642.7E-6
31.49E-9,631.1E-6
31.50E-9,624.7E-6
31.52E-9,619.7E-6
31.53E-9,615.6E-6
31.56E-9,611.9E-6
31.59E-9,608.8E-6
31.62E-9,606.6E-6
31.67E-9,605.4E-6
31.74E-9,604.9E-6
31.82E-9,604.2E-6
31.91E-9,606.1E-6
31.96E-9,609.4E-6
32.00E-9,612.6E-6
32.01E-9,612.8E-6
32.03E-9,613.1E-6
32.04E-9,615.1E-6
32.06E-9,621.4E-6
32.08E-9,629.5E-6
32.09E-9,632.4E-6
32.11E-9,632.7E-6
32.12E-9,634.6E-6
32.12E-9,635.3E-6
32.13E-9,632.6E-6
32.14E-9,630.0E-6
32.15E-9,640.0E-6
32.16E-9,648.1E-6
32.16E-9,650.8E-6
32.17E-9,649.6E-6
32.17E-9,645.5E-6
32.18E-9,642.0E-6
32.19E-9,643.5E-6
32.20E-9,650.3E-6
32.20E-9,656.9E-6
32.21E-9,663.9E-6
32.21E-9,674.2E-6
32.21E-9,678.6E-6
32.22E-9,679.9E-6
32.23E-9,678.2E-6
32.23E-9,675.6E-6
32.24E-9,675.0E-6
32.25E-9,681.9E-6
32.26E-9,691.3E-6
32.26E-9,700.0E-6
32.27E-9,709.9E-6
32.28E-9,718.6E-6
32.29E-9,727.2E-6
32.29E-9,732.6E-6
32.30E-9,735.1E-6
32.31E-9,738.4E-6
32.32E-9,760.2E-6
32.32E-9,811.3E-6
32.33E-9,884.1E-6
32.34E-9,950.3E-6
32.35E-9,969.9E-6
32.35E-9,960.9E-6
32.36E-9,932.3E-6
32.37E-9,895.2E-6
32.38E-9,856.0E-6
32.39E-9,809.6E-6
32.40E-9,753.8E-6
32.41E-9,684.6E-6
32.43E-9,636.7E-6
32.45E-9,606.3E-6
32.48E-9,597.4E-6
32.50E-9,594.5E-6
32.52E-9,593.6E-6
32.55E-9,593.1E-6
32.59E-9,592.9E-6
32.63E-9,592.8E-6
32.68E-9,592.6E-6
32.76E-9,592.5E-6
32.87E-9,592.3E-6
33.08E-9,592.2E-6
33.35E-9,592.1E-6
33.69E-9,592.0E-6
34.00E-9,592.0E-6
34.00E-9,607.5E-6
34.01E-9,632.0E-6
34.01E-9,637.2E-6
34.02E-9,718.0E-6
34.02E-9,893.7E-6
34.03E-9,1.162E-3
34.03E-9,1.369E-3
34.03E-9,1.550E-3
34.04E-9,1.643E-3
34.04E-9,1.699E-3
34.04E-9,1.731E-3
34.04E-9,1.752E-3
34.05E-9,1.757E-3
34.05E-9,1.751E-3
34.05E-9,1.738E-3
34.05E-9,1.697E-3
34.05E-9,1.656E-3
34.05E-9,1.621E-3
34.06E-9,1.567E-3
34.06E-9,1.522E-3
34.06E-9,1.480E-3
34.06E-9,1.447E-3
34.06E-9,1.408E-3
34.06E-9,1.371E-3
34.07E-9,1.342E-3
34.07E-9,1.312E-3
34.07E-9,1.283E-3
34.08E-9,1.263E-3
34.08E-9,1.252E-3
34.08E-9,1.248E-3
34.09E-9,1.245E-3
34.09E-9,1.243E-3
34.09E-9,1.244E-3
34.09E-9,1.247E-3
34.10E-9,1.253E-3
34.10E-9,1.260E-3
34.10E-9,1.269E-3
34.11E-9,1.285E-3
34.11E-9,1.309E-3
34.11E-9,1.334E-3
34.11E-9,1.355E-3
34.12E-9,1.375E-3
34.12E-9,1.389E-3
34.12E-9,1.402E-3
34.13E-9,1.410E-3
34.13E-9,1.417E-3
34.14E-9,1.431E-3
34.14E-9,1.466E-3
34.15E-9,1.540E-3
34.15E-9,1.633E-3
34.15E-9,1.729E-3
34.16E-9,1.769E-3
34.16E-9,1.807E-3
34.16E-9,1.826E-3
34.17E-9,1.840E-3
34.17E-9,1.839E-3
34.17E-9,1.830E-3
34.18E-9,1.812E-3
34.18E-9,1.787E-3
34.18E-9,1.767E-3
34.19E-9,1.744E-3
34.19E-9,1.715E-3
34.19E-9,1.684E-3
34.20E-9,1.651E-3
34.20E-9,1.623E-3
34.20E-9,1.608E-3
34.21E-9,1.600E-3
34.21E-9,1.606E-3
34.21E-9,1.631E-3
34.22E-9,1.693E-3
34.22E-9,1.771E-3
34.22E-9,1.843E-3
34.23E-9,1.930E-3
34.23E-9,1.989E-3
34.24E-9,2.036E-3
34.24E-9,2.089E-3
34.25E-9,2.130E-3
34.25E-9,2.178E-3
34.25E-9,2.213E-3
34.26E-9,2.258E-3
34.26E-9,2.291E-3
34.26E-9,2.331E-3
34.27E-9,2.349E-3
34.27E-9,2.343E-3
34.28E-9,2.292E-3
34.28E-9,2.205E-3
34.29E-9,2.080E-3
34.29E-9,1.938E-3
34.30E-9,1.794E-3
34.30E-9,1.663E-3
34.31E-9,1.531E-3
34.31E-9,1.412E-3
34.32E-9,1.296E-3
34.33E-9,1.191E-3
34.33E-9,1.113E-3
34.33E-9,1.066E-3
34.34E-9,1.020E-3
34.35E-9,992.2E-6
34.35E-9,973.4E-6
34.35E-9,960.9E-6
34.36E-9,947.2E-6
34.36E-9,936.6E-6
34.36E-9,925.5E-6
34.37E-9,910.6E-6
34.37E-9,906.5E-6
34.38E-9,914.8E-6
34.38E-9,930.6E-6
34.39E-9,962.4E-6
34.39E-9,998.3E-6
34.40E-9,1.041E-3
34.40E-9,1.090E-3
34.41E-9,1.145E-3
34.41E-9,1.194E-3
34.42E-9,1.225E-3
34.42E-9,1.243E-3
34.43E-9,1.243E-3
34.43E-9,1.236E-3
34.44E-9,1.241E-3
34.44E-9,1.263E-3
34.45E-9,1.286E-3
34.46E-9,1.304E-3
34.46E-9,1.333E-3
34.47E-9,1.403E-3
34.47E-9,1.479E-3
34.48E-9,1.534E-3
34.48E-9,1.549E-3
34.48E-9,1.543E-3
34.49E-9,1.540E-3
34.49E-9,1.549E-3
34.49E-9,1.572E-3
34.50E-9,1.622E-3
34.50E-9,1.666E-3
34.51E-9,1.699E-3
34.51E-9,1.714E-3
34.51E-9,1.717E-3
34.52E-9,1.709E-3
34.52E-9,1.696E-3
34.52E-9,1.703E-3
34.53E-9,1.766E-3
34.53E-9,1.843E-3
34.54E-9,1.927E-3
34.54E-9,2.010E-3
34.55E-9,2.067E-3
34.55E-9,2.099E-3
34.56E-9,2.086E-3
34.56E-9,2.038E-3
34.57E-9,1.947E-3
34.57E-9,1.806E-3
34.58E-9,1.725E-3
34.59E-9,1.678E-3
34.59E-9,1.638E-3
34.60E-9,1.584E-3
34.60E-9,1.551E-3
34.61E-9,1.527E-3
34.61E-9,1.508E-3
34.62E-9,1.496E-3
34.63E-9,1.493E-3
34.63E-9,1.486E-3
34.64E-9,1.466E-3
34.64E-9,1.456E-3
34.65E-9,1.446E-3
34.65E-9,1.417E-3
34.66E-9,1.374E-3
34.66E-9,1.307E-3
34.67E-9,1.228E-3
34.67E-9,1.141E-3
34.68E-9,1.054E-3
34.69E-9,963.2E-6
34.69E-9,865.4E-6
34.70E-9,791.8E-6
34.71E-9,733.1E-6
34.71E-9,694.3E-6
34.72E-9,652.8E-6
34.72E-9,626.9E-6
34.72E-9,598.6E-6
34.73E-9,577.2E-6
34.73E-9,554.5E-6
34.74E-9,535.0E-6
34.74E-9,518.4E-6
34.75E-9,502.6E-6
34.75E-9,487.7E-6
34.76E-9,476.2E-6
34.77E-9,467.7E-6
34.78E-9,461.9E-6
34.79E-9,469.9E-6
34.80E-9,495.7E-6
34.81E-9,535.9E-6
34.82E-9,561.2E-6
34.83E-9,568.1E-6
34.84E-9,649.0E-6
34.84E-9,738.3E-6
34.85E-9,788.0E-6
34.86E-9,790.2E-6
34.86E-9,772.2E-6
34.87E-9,746.2E-6
34.88E-9,716.6E-6
34.88E-9,680.9E-6
34.89E-9,637.5E-6
34.90E-9,575.2E-6
34.92E-9,504.4E-6
34.94E-9,453.6E-6
34.96E-9,424.0E-6
34.98E-9,414.3E-6
35.01E-9,412.0E-6
35.03E-9,411.8E-6
35.06E-9,412.3E-6
35.09E-9,413.1E-6
35.13E-9,414.0E-6
35.18E-9,415.1E-6
35.25E-9,416.3E-6
35.36E-9,417.6E-6
35.49E-9,418.8E-6
35.67E-9,419.8E-6
35.83E-9,420.5E-6
36.00E-9,420.8E-6
36.28E-9,421.1E-6
36.63E-9,421.3E-6
36.96E-9,421.3E-6
37.48E-9,421.3E-6
38.00E-9,421.2E-6
38.00E-9,435.6E-6
38.01E-9,458.1E-6
38.01E-9,463.1E-6
38.02E-9,541.8E-6
38.02E-9,703.3E-6
38.03E-9,935.3E-6
38.03E-9,1.108E-3
38.03E-9,1.237E-3
38.04E-9,1.281E-3
38.04E-9,1.304E-3
38.04E-9,1.324E-3
38.04E-9,1.342E-3
38.05E-9,1.353E-3
38.05E-9,1.358E-3
38.05E-9,1.358E-3
38.05E-9,1.325E-3
38.05E-9,1.294E-3
38.05E-9,1.263E-3
38.05E-9,1.205E-3
38.06E-9,1.136E-3
38.06E-9,1.041E-3
38.06E-9,980.7E-6
38.06E-9,931.0E-6
38.06E-9,872.9E-6
38.07E-9,834.2E-6
38.07E-9,799.6E-6
38.07E-9,769.1E-6
38.07E-9,745.3E-6
38.08E-9,738.0E-6
38.08E-9,749.9E-6
38.09E-9,773.4E-6
38.09E-9,803.6E-6
38.10E-9,825.7E-6
38.10E-9,839.1E-6
38.11E-9,849.6E-6
38.11E-9,866.9E-6
38.12E-9,911.8E-6
38.12E-9,966.6E-6
38.12E-9,1.016E-3
38.13E-9,1.077E-3
38.13E-9,1.103E-3
38.14E-9,1.116E-3
38.14E-9,1.121E-3
38.15E-9,1.122E-3
38.15E-9,1.118E-3
38.16E-9,1.106E-3
38.16E-9,1.097E-3
38.16E-9,1.089E-3
38.17E-9,1.077E-3
38.17E-9,1.056E-3
38.18E-9,1.021E-3
38.18E-9,998.6E-6
38.18E-9,991.7E-6
38.19E-9,1.007E-3
38.19E-9,1.054E-3
38.20E-9,1.123E-3
38.21E-9,1.169E-3
38.21E-9,1.198E-3
38.22E-9,1.215E-3
38.22E-9,1.235E-3
38.23E-9,1.274E-3
38.23E-9,1.319E-3
38.23E-9,1.370E-3
38.24E-9,1.409E-3
38.24E-9,1.440E-3
38.25E-9,1.459E-3
38.25E-9,1.494E-3
38.25E-9,1.569E-3
38.26E-9,1.708E-3
38.27E-9,1.828E-3
38.27E-9,1.901E-3
38.28E-9,1.894E-3
38.28E-9,1.822E-3
38.29E-9,1.712E-3
38.29E-9,1.563E-3
38.30E-9,1.420E-3
38.30E-9,1.301E-3
38.31E-9,1.197E-3
38.31E-9,1.090E-3
38.31E-9,1.021E-3
38.32E-9,958.7E-6
38.32E-9,894.6E-6
38.32E-9,828.1E-6
38.33E-9,755.2E-6
38.33E-9,687.4E-6
38.34E-9,621.1E-6
38.34E-9,569.2E-6
38.35E-9,519.4E-6
38.35E-9,481.8E-6
38.36E-9,451.5E-6
38.36E-9,422.7E-6
38.37E-9,401.6E-6
38.37E-9,382.0E-6
38.38E-9,351.8E-6
38.38E-9,323.9E-6
38.39E-9,297.0E-6
38.39E-9,282.2E-6
38.40E-9,274.4E-6
38.40E-9,270.1E-6
38.41E-9,271.1E-6
38.41E-9,273.2E-6
38.42E-9,270.6E-6
38.42E-9,266.0E-6
38.43E-9,264.1E-6
38.43E-9,268.3E-6
38.44E-9,274.5E-6
38.44E-9,279.3E-6
38.45E-9,284.3E-6
38.45E-9,293.3E-6
38.46E-9,301.9E-6
38.46E-9,305.3E-6
38.47E-9,310.9E-6
38.47E-9,324.6E-6
38.48E-9,347.0E-6
38.48E-9,361.6E-6
38.49E-9,372.9E-6
38.49E-9,386.5E-6
38.49E-9,405.6E-6
38.50E-9,422.9E-6
38.50E-9,447.2E-6
38.50E-9,469.2E-6
38.51E-9,495.2E-6
38.51E-9,516.5E-6
38.52E-9,537.2E-6
38.52E-9,558.5E-6
38.53E-9,580.9E-6
38.53E-9,605.1E-6
38.54E-9,637.3E-6
38.54E-9,686.2E-6
38.55E-9,749.8E-6
38.55E-9,836.6E-6
38.56E-9,930.2E-6
38.56E-9,1.015E-3
38.57E-9,1.135E-3
38.57E-9,1.265E-3
38.58E-9,1.415E-3
38.58E-9,1.553E-3
38.59E-9,1.731E-3
38.60E-9,1.838E-3
38.60E-9,1.905E-3
38.61E-9,1.904E-3
38.61E-9,1.857E-3
38.62E-9,1.772E-3
38.62E-9,1.668E-3
38.63E-9,1.618E-3
38.63E-9,1.580E-3
38.64E-9,1.520E-3
38.65E-9,1.454E-3
38.65E-9,1.421E-3
38.66E-9,1.436E-3
38.66E-9,1.451E-3
38.67E-9,1.426E-3
38.67E-9,1.366E-3
38.68E-9,1.285E-3
38.68E-9,1.171E-3
38.69E-9,1.058E-3
38.69E-9,936.8E-6
38.70E-9,806.9E-6
38.71E-9,643.9E-6
38.72E-9,470.4E-6
38.73E-9,284.1E-6
38.75E-9,154.8E-6
38.77E-9,70.54E-6
38.79E-9,31.18E-6
38.82E-9,14.07E-6
38.84E-9,7.910E-6
38.87E-9,5.647E-6
38.90E-9,4.821E-6
38.93E-9,4.510E-6
38.98E-9,4.364E-6
39.04E-9,4.255E-6
39.13E-9,4.150E-6
39.25E-9,4.037E-6
39.46E-9,3.916E-6
39.75E-9,3.814E-6
40.00E-9,3.759E-6
40.49E-9,3.698E-6
41.32E-9,3.633E-6
42.00E-9,3.604E-6
42.01E-9,47.32E-6
42.03E-9,463.4E-6
42.03E-9,645.8E-6
42.03E-9,934.2E-6
42.04E-9,1.078E-3
42.04E-9,1.201E-3
42.04E-9,1.262E-3
42.04E-9,1.311E-3
42.05E-9,1.344E-3
42.05E-9,1.364E-3
42.05E-9,1.382E-3
42.05E-9,1.355E-3
42.05E-9,1.332E-3
42.05E-9,1.312E-3
42.06E-9,1.287E-3
42.06E-9,1.281E-3
42.06E-9,1.281E-3
42.06E-9,1.278E-3
42.06E-9,1.263E-3
42.07E-9,1.243E-3
42.07E-9,1.224E-3
42.07E-9,1.207E-3
42.08E-9,1.189E-3
42.08E-9,1.171E-3
42.09E-9,1.166E-3
42.09E-9,1.187E-3
42.10E-9,1.219E-3
42.10E-9,1.257E-3
42.11E-9,1.295E-3
42.11E-9,1.324E-3
42.11E-9,1.362E-3
42.12E-9,1.391E-3
42.12E-9,1.426E-3
42.12E-9,1.452E-3
42.13E-9,1.475E-3
42.13E-9,1.492E-3
42.13E-9,1.507E-3
42.13E-9,1.522E-3
42.14E-9,1.539E-3
42.14E-9,1.559E-3
42.14E-9,1.586E-3
42.14E-9,1.616E-3
42.15E-9,1.647E-3
42.15E-9,1.694E-3
42.15E-9,1.731E-3
42.15E-9,1.766E-3
42.16E-9,1.799E-3
42.16E-9,1.822E-3
42.16E-9,1.846E-3
42.17E-9,1.869E-3
42.17E-9,1.886E-3
42.17E-9,1.899E-3
42.17E-9,1.910E-3
42.18E-9,1.924E-3
42.18E-9,1.941E-3
42.18E-9,1.972E-3
42.18E-9,2.009E-3
42.19E-9,2.057E-3
42.19E-9,2.137E-3
42.19E-9,2.207E-3
42.19E-9,2.284E-3
42.20E-9,2.370E-3
42.20E-9,2.452E-3
42.20E-9,2.543E-3
42.20E-9,2.623E-3
42.21E-9,2.708E-3
42.21E-9,2.808E-3
42.21E-9,2.892E-3
42.22E-9,2.990E-3
42.22E-9,3.090E-3
42.22E-9,3.175E-3
42.23E-9,3.275E-3
