time (s),getData(":pwr" ?result "tran") (W)
42.23E-9,3.430E-3
42.24E-9,3.589E-3
42.24E-9,3.775E-3
42.25E-9,3.964E-3
42.25E-9,4.142E-3
42.26E-9,4.291E-3
42.26E-9,4.441E-3
42.27E-9,4.551E-3
42.27E-9,4.623E-3
42.27E-9,4.625E-3
42.28E-9,4.599E-3
42.28E-9,4.556E-3
42.28E-9,4.489E-3
42.28E-9,4.401E-3
42.29E-9,4.275E-3
42.29E-9,4.090E-3
42.30E-9,3.827E-3
42.30E-9,3.670E-3
42.30E-9,3.502E-3
42.30E-9,3.365E-3
42.31E-9,3.240E-3
42.31E-9,3.093E-3
42.31E-9,2.964E-3
42.32E-9,2.818E-3
42.32E-9,2.642E-3
42.33E-9,2.450E-3
42.33E-9,2.303E-3
42.34E-9,2.210E-3
42.34E-9,2.142E-3
42.34E-9,2.086E-3
42.35E-9,2.034E-3
42.35E-9,1.962E-3
42.35E-9,1.905E-3
42.36E-9,1.839E-3
42.36E-9,1.796E-3
42.36E-9,1.754E-3
42.37E-9,1.709E-3
42.37E-9,1.666E-3
42.37E-9,1.620E-3
42.37E-9,1.580E-3
42.38E-9,1.528E-3
42.38E-9,1.481E-3
42.38E-9,1.454E-3
42.39E-9,1.430E-3
42.39E-9,1.391E-3
42.39E-9,1.351E-3
42.39E-9,1.312E-3
42.40E-9,1.285E-3
42.40E-9,1.263E-3
42.40E-9,1.250E-3
42.40E-9,1.242E-3
42.41E-9,1.238E-3
42.41E-9,1.241E-3
42.41E-9,1.253E-3
42.41E-9,1.280E-3
42.42E-9,1.309E-3
42.42E-9,1.342E-3
42.42E-9,1.375E-3
42.43E-9,1.408E-3
42.43E-9,1.446E-3
42.43E-9,1.480E-3
42.43E-9,1.510E-3
42.44E-9,1.531E-3
42.44E-9,1.539E-3
42.44E-9,1.533E-3
42.45E-9,1.510E-3
42.45E-9,1.480E-3
42.45E-9,1.437E-3
42.46E-9,1.392E-3
42.46E-9,1.343E-3
42.46E-9,1.308E-3
42.47E-9,1.273E-3
42.47E-9,1.246E-3
42.47E-9,1.210E-3
42.48E-9,1.147E-3
42.48E-9,1.098E-3
42.48E-9,1.049E-3
42.49E-9,998.1E-6
42.49E-9,943.2E-6
42.50E-9,899.9E-6
42.50E-9,856.7E-6
42.51E-9,840.4E-6
42.51E-9,837.7E-6
42.52E-9,834.5E-6
42.52E-9,829.1E-6
42.53E-9,822.2E-6
42.53E-9,815.0E-6
42.53E-9,809.0E-6
42.54E-9,803.0E-6
42.54E-9,798.1E-6
42.55E-9,794.8E-6
42.55E-9,795.3E-6
42.56E-9,814.4E-6
42.57E-9,880.5E-6
42.57E-9,986.7E-6
42.58E-9,1.130E-3
42.59E-9,1.234E-3
42.59E-9,1.298E-3
42.60E-9,1.382E-3
42.61E-9,1.610E-3
42.62E-9,1.888E-3
42.62E-9,2.131E-3
42.63E-9,2.278E-3
42.63E-9,2.397E-3
42.64E-9,2.464E-3
42.64E-9,2.503E-3
42.65E-9,2.527E-3
42.65E-9,2.525E-3
42.65E-9,2.505E-3
42.66E-9,2.478E-3
42.66E-9,2.446E-3
42.67E-9,2.426E-3
42.67E-9,2.398E-3
42.68E-9,2.348E-3
42.69E-9,2.267E-3
42.69E-9,2.142E-3
42.70E-9,2.024E-3
42.70E-9,1.898E-3
42.70E-9,1.813E-3
42.71E-9,1.728E-3
42.71E-9,1.666E-3
42.72E-9,1.591E-3
42.72E-9,1.525E-3
42.72E-9,1.459E-3
42.73E-9,1.405E-3
42.73E-9,1.349E-3
42.73E-9,1.297E-3
42.73E-9,1.248E-3
42.74E-9,1.201E-3
42.74E-9,1.173E-3
42.74E-9,1.152E-3
42.74E-9,1.138E-3
42.75E-9,1.133E-3
42.75E-9,1.132E-3
42.76E-9,1.131E-3
42.76E-9,1.129E-3
42.77E-9,1.127E-3
42.77E-9,1.120E-3
42.78E-9,1.103E-3
42.79E-9,1.071E-3
42.79E-9,1.051E-3
42.80E-9,1.096E-3
42.81E-9,1.197E-3
42.81E-9,1.278E-3
42.82E-9,1.348E-3
42.82E-9,1.384E-3
42.83E-9,1.376E-3
42.83E-9,1.324E-3
42.83E-9,1.282E-3
42.84E-9,1.253E-3
42.84E-9,1.243E-3
42.84E-9,1.256E-3
42.85E-9,1.295E-3
42.85E-9,1.339E-3
42.85E-9,1.390E-3
42.86E-9,1.417E-3
42.86E-9,1.400E-3
42.87E-9,1.346E-3
42.87E-9,1.239E-3
42.88E-9,1.131E-3
42.88E-9,1.019E-3
42.89E-9,894.3E-6
42.90E-9,741.4E-6
42.91E-9,600.6E-6
42.92E-9,495.8E-6
42.93E-9,424.9E-6
42.94E-9,376.6E-6
42.95E-9,339.4E-6
42.96E-9,330.8E-6
42.97E-9,323.6E-6
42.97E-9,315.4E-6
42.98E-9,316.0E-6
42.98E-9,321.4E-6
42.99E-9,322.2E-6
42.99E-9,319.2E-6
42.99E-9,315.5E-6
42.99E-9,312.3E-6
43.00E-9,310.3E-6
43.00E-9,308.3E-6
43.00E-9,306.1E-6
43.01E-9,303.5E-6
43.01E-9,301.1E-6
43.02E-9,302.3E-6
43.02E-9,310.0E-6
43.03E-9,317.4E-6
43.04E-9,319.7E-6
43.05E-9,318.9E-6
43.06E-9,320.6E-6
43.07E-9,343.1E-6
43.08E-9,386.0E-6
43.09E-9,417.3E-6
43.10E-9,426.0E-6
43.11E-9,506.3E-6
43.11E-9,627.7E-6
43.12E-9,702.6E-6
43.13E-9,717.3E-6
43.13E-9,699.4E-6
43.14E-9,651.4E-6
43.14E-9,605.8E-6
43.15E-9,553.0E-6
43.16E-9,493.0E-6
43.17E-9,414.9E-6
43.18E-9,338.2E-6
43.20E-9,289.0E-6
43.22E-9,268.8E-6
43.24E-9,263.0E-6
43.26E-9,261.1E-6
43.28E-9,260.5E-6
43.31E-9,260.3E-6
43.34E-9,260.3E-6
43.38E-9,260.2E-6
43.43E-9,260.2E-6
43.51E-9,260.2E-6
43.63E-9,260.1E-6
43.84E-9,260.1E-6
44.00E-9,260.0E-6
44.32E-9,260.0E-6
44.87E-9,259.9E-6
45.35E-9,259.9E-6
46.00E-9,259.8E-6
46.01E-9,302.6E-6
46.03E-9,805.1E-6
46.03E-9,1.015E-3
46.03E-9,1.298E-3
46.04E-9,1.406E-3
46.04E-9,1.516E-3
46.04E-9,1.584E-3
46.04E-9,1.648E-3
46.05E-9,1.690E-3
46.05E-9,1.719E-3
46.05E-9,1.746E-3
46.05E-9,1.728E-3
46.05E-9,1.709E-3
46.05E-9,1.690E-3
46.05E-9,1.651E-3
46.06E-9,1.604E-3
46.06E-9,1.554E-3
46.06E-9,1.534E-3
46.06E-9,1.534E-3
46.06E-9,1.549E-3
46.07E-9,1.564E-3
46.07E-9,1.578E-3
46.07E-9,1.588E-3
46.08E-9,1.594E-3
46.08E-9,1.599E-3
46.08E-9,1.606E-3
46.09E-9,1.619E-3
46.09E-9,1.635E-3
46.10E-9,1.651E-3
46.10E-9,1.664E-3
46.11E-9,1.677E-3
46.11E-9,1.687E-3
46.11E-9,1.704E-3
46.12E-9,1.722E-3
46.12E-9,1.753E-3
46.12E-9,1.776E-3
46.13E-9,1.802E-3
46.13E-9,1.824E-3
46.13E-9,1.839E-3
46.14E-9,1.856E-3
46.14E-9,1.879E-3
46.15E-9,1.907E-3
46.15E-9,1.941E-3
46.15E-9,1.973E-3
46.16E-9,2.012E-3
46.16E-9,2.057E-3
46.16E-9,2.110E-3
46.17E-9,2.153E-3
46.17E-9,2.191E-3
46.17E-9,2.230E-3
46.18E-9,2.278E-3
46.18E-9,2.328E-3
46.18E-9,2.389E-3
46.19E-9,2.489E-3
46.19E-9,2.595E-3
46.19E-9,2.709E-3
46.20E-9,2.846E-3
46.20E-9,3.056E-3
46.21E-9,3.239E-3
46.21E-9,3.450E-3
46.22E-9,3.628E-3
46.22E-9,3.738E-3
46.23E-9,3.776E-3
46.23E-9,3.803E-3
46.24E-9,3.875E-3
46.24E-9,4.002E-3
46.25E-9,4.122E-3
46.25E-9,4.204E-3
46.26E-9,4.231E-3
46.26E-9,4.226E-3
46.27E-9,4.198E-3
46.27E-9,4.178E-3
46.28E-9,4.177E-3
46.28E-9,4.167E-3
46.29E-9,4.111E-3
46.29E-9,4.007E-3
46.30E-9,3.843E-3
46.30E-9,3.651E-3
46.31E-9,3.403E-3
46.31E-9,3.155E-3
46.32E-9,2.925E-3
46.33E-9,2.697E-3
46.33E-9,2.506E-3
46.34E-9,2.341E-3
46.34E-9,2.205E-3
46.35E-9,2.108E-3
46.35E-9,2.049E-3
46.36E-9,2.019E-3
46.36E-9,2.011E-3
46.37E-9,2.039E-3
46.37E-9,2.098E-3
46.38E-9,2.183E-3
46.38E-9,2.247E-3
46.39E-9,2.258E-3
46.39E-9,2.216E-3
46.39E-9,2.142E-3
46.40E-9,2.071E-3
46.40E-9,2.023E-3
46.41E-9,2.001E-3
46.41E-9,1.999E-3
46.42E-9,2.001E-3
46.42E-9,1.991E-3
46.43E-9,1.965E-3
46.43E-9,1.924E-3
46.44E-9,1.876E-3
46.44E-9,1.816E-3
46.44E-9,1.757E-3
46.45E-9,1.711E-3
46.45E-9,1.686E-3
46.46E-9,1.691E-3
46.46E-9,1.710E-3
46.46E-9,1.746E-3
46.47E-9,1.798E-3
46.47E-9,1.838E-3
46.48E-9,1.876E-3
46.48E-9,1.884E-3
46.48E-9,1.867E-3
46.49E-9,1.824E-3
46.49E-9,1.778E-3
46.49E-9,1.748E-3
46.50E-9,1.732E-3
46.50E-9,1.720E-3
46.51E-9,1.703E-3
46.51E-9,1.677E-3
46.51E-9,1.642E-3
46.52E-9,1.589E-3
46.52E-9,1.536E-3
46.53E-9,1.502E-3
46.53E-9,1.468E-3
46.54E-9,1.417E-3
46.54E-9,1.376E-3
46.55E-9,1.369E-3
46.55E-9,1.384E-3
46.56E-9,1.404E-3
46.56E-9,1.422E-3
46.57E-9,1.434E-3
46.57E-9,1.440E-3
46.57E-9,1.439E-3
46.58E-9,1.439E-3
46.58E-9,1.440E-3
46.59E-9,1.444E-3
46.59E-9,1.451E-3
46.59E-9,1.458E-3
46.60E-9,1.468E-3
46.60E-9,1.479E-3
46.60E-9,1.495E-3
46.61E-9,1.506E-3
46.61E-9,1.513E-3
46.62E-9,1.514E-3
46.62E-9,1.524E-3
46.62E-9,1.541E-3
46.63E-9,1.570E-3
46.63E-9,1.609E-3
46.64E-9,1.660E-3
46.64E-9,1.741E-3
46.65E-9,1.825E-3
46.65E-9,1.886E-3
46.65E-9,1.924E-3
46.66E-9,1.933E-3
46.66E-9,1.922E-3
46.67E-9,1.907E-3
46.67E-9,1.900E-3
46.68E-9,1.883E-3
46.68E-9,1.827E-3
46.69E-9,1.746E-3
46.69E-9,1.655E-3
46.70E-9,1.551E-3
46.70E-9,1.461E-3
46.71E-9,1.398E-3
46.71E-9,1.360E-3
46.72E-9,1.352E-3
46.72E-9,1.362E-3
46.72E-9,1.376E-3
46.73E-9,1.375E-3
46.73E-9,1.361E-3
46.74E-9,1.341E-3
46.74E-9,1.339E-3
46.74E-9,1.379E-3
46.75E-9,1.451E-3
46.76E-9,1.537E-3
46.76E-9,1.597E-3
46.77E-9,1.636E-3
46.77E-9,1.678E-3
46.78E-9,1.731E-3
46.78E-9,1.778E-3
46.79E-9,1.794E-3
46.79E-9,1.780E-3
46.79E-9,1.751E-3
46.80E-9,1.720E-3
46.81E-9,1.685E-3
46.81E-9,1.636E-3
46.82E-9,1.571E-3
46.82E-9,1.498E-3
46.83E-9,1.434E-3
46.83E-9,1.404E-3
46.84E-9,1.382E-3
46.84E-9,1.352E-3
46.85E-9,1.316E-3
46.85E-9,1.284E-3
46.86E-9,1.279E-3
46.86E-9,1.300E-3
46.87E-9,1.313E-3
46.87E-9,1.294E-3
46.88E-9,1.238E-3
46.88E-9,1.166E-3
46.89E-9,1.071E-3
46.90E-9,961.0E-6
46.90E-9,860.5E-6
46.91E-9,760.0E-6
46.92E-9,669.0E-6
46.92E-9,600.9E-6
46.93E-9,531.6E-6
46.94E-9,490.9E-6
46.94E-9,530.8E-6
46.95E-9,562.1E-6
46.95E-9,567.9E-6
46.96E-9,554.7E-6
46.96E-9,523.0E-6
46.97E-9,466.7E-6
46.97E-9,415.6E-6
46.98E-9,357.0E-6
46.99E-9,293.3E-6
47.00E-9,213.3E-6
47.01E-9,133.9E-6
47.02E-9,76.50E-6
47.04E-9,39.73E-6
47.06E-9,19.44E-6
47.09E-9,10.34E-6
47.11E-9,6.800E-6
47.14E-9,5.462E-6
47.16E-9,4.955E-6
47.20E-9,4.737E-6
47.24E-9,4.603E-6
47.30E-9,4.484E-6
47.37E-9,4.362E-6
47.48E-9,4.230E-6
47.66E-9,4.082E-6
47.83E-9,3.989E-6
48.00E-9,3.922E-6
48.34E-9,3.838E-6
49.01E-9,3.733E-6
49.59E-9,3.684E-6
50.00E-9,3.660E-6
50.01E-9,44.05E-6
50.03E-9,470.4E-6
50.03E-9,669.4E-6
50.03E-9,945.3E-6
50.04E-9,1.075E-3
50.04E-9,1.153E-3
50.04E-9,1.213E-3
50.04E-9,1.262E-3
50.05E-9,1.300E-3
50.05E-9,1.335E-3
50.05E-9,1.362E-3
50.05E-9,1.342E-3
50.05E-9,1.325E-3
50.05E-9,1.310E-3
50.06E-9,1.292E-3
50.06E-9,1.282E-3
50.06E-9,1.272E-3
50.06E-9,1.260E-3
50.06E-9,1.243E-3
50.06E-9,1.218E-3
50.07E-9,1.200E-3
50.07E-9,1.183E-3
50.07E-9,1.168E-3
50.07E-9,1.157E-3
50.08E-9,1.151E-3
50.08E-9,1.150E-3
50.09E-9,1.160E-3
50.09E-9,1.184E-3
50.10E-9,1.222E-3
50.10E-9,1.261E-3
50.10E-9,1.295E-3
50.11E-9,1.323E-3
50.11E-9,1.351E-3
50.11E-9,1.375E-3
50.12E-9,1.409E-3
50.12E-9,1.438E-3
50.12E-9,1.469E-3
50.13E-9,1.499E-3
50.13E-9,1.521E-3
50.13E-9,1.542E-3
50.14E-9,1.559E-3
50.14E-9,1.567E-3
50.14E-9,1.579E-3
50.15E-9,1.591E-3
50.15E-9,1.606E-3
50.15E-9,1.622E-3
50.15E-9,1.639E-3
50.16E-9,1.656E-3
50.16E-9,1.675E-3
50.16E-9,1.695E-3
50.16E-9,1.720E-3
50.17E-9,1.739E-3
50.17E-9,1.760E-3
50.17E-9,1.780E-3
50.18E-9,1.808E-3
50.18E-9,1.840E-3
50.18E-9,1.879E-3
50.18E-9,1.921E-3
50.19E-9,1.968E-3
50.19E-9,1.999E-3
50.19E-9,2.028E-3
50.20E-9,2.074E-3
50.20E-9,2.121E-3
50.20E-9,2.183E-3
50.20E-9,2.258E-3
50.21E-9,2.363E-3
50.21E-9,2.473E-3
50.21E-9,2.629E-3
50.21E-9,2.746E-3
50.22E-9,2.869E-3
50.22E-9,3.009E-3
50.22E-9,3.131E-3
50.23E-9,3.267E-3
50.23E-9,3.431E-3
50.24E-9,3.597E-3
50.24E-9,3.718E-3
50.24E-9,3.774E-3
50.25E-9,3.803E-3
50.25E-9,3.818E-3
50.25E-9,3.839E-3
50.26E-9,3.870E-3
50.26E-9,3.904E-3
50.26E-9,3.954E-3
50.27E-9,3.984E-3
50.27E-9,3.977E-3
50.28E-9,3.907E-3
50.28E-9,3.811E-3
50.29E-9,3.705E-3
50.29E-9,3.625E-3
50.30E-9,3.551E-3
50.30E-9,3.457E-3
50.31E-9,3.365E-3
50.31E-9,3.287E-3
50.31E-9,3.180E-3
50.32E-9,3.083E-3
50.32E-9,2.955E-3
50.32E-9,2.778E-3
50.33E-9,2.618E-3
50.33E-9,2.459E-3
50.34E-9,2.317E-3
50.34E-9,2.211E-3
50.35E-9,2.127E-3
50.35E-9,2.054E-3
50.35E-9,2.000E-3
50.35E-9,1.945E-3
50.36E-9,1.888E-3
50.36E-9,1.837E-3
50.36E-9,1.786E-3
50.36E-9,1.739E-3
50.37E-9,1.680E-3
50.37E-9,1.623E-3
50.37E-9,1.568E-3
50.38E-9,1.511E-3
50.38E-9,1.476E-3
50.38E-9,1.442E-3
50.38E-9,1.403E-3
50.39E-9,1.369E-3
50.39E-9,1.324E-3
50.39E-9,1.290E-3
50.40E-9,1.268E-3
50.40E-9,1.259E-3
50.40E-9,1.250E-3
50.41E-9,1.247E-3
50.41E-9,1.247E-3
50.41E-9,1.247E-3
50.42E-9,1.249E-3
50.42E-9,1.251E-3
50.42E-9,1.250E-3
50.42E-9,1.246E-3
50.42E-9,1.237E-3
50.43E-9,1.224E-3
50.43E-9,1.218E-3
50.43E-9,1.217E-3
50.44E-9,1.226E-3
50.44E-9,1.242E-3
50.44E-9,1.261E-3
50.45E-9,1.285E-3
50.45E-9,1.308E-3
50.45E-9,1.323E-3
50.46E-9,1.330E-3
50.46E-9,1.322E-3
50.46E-9,1.301E-3
50.47E-9,1.280E-3
50.48E-9,1.276E-3
50.48E-9,1.293E-3
50.49E-9,1.307E-3
50.50E-9,1.284E-3
50.50E-9,1.227E-3
50.51E-9,1.185E-3
50.52E-9,1.191E-3
50.52E-9,1.235E-3
50.53E-9,1.292E-3
50.53E-9,1.363E-3
50.54E-9,1.433E-3
50.54E-9,1.471E-3
50.55E-9,1.499E-3
50.55E-9,1.514E-3
50.55E-9,1.551E-3
50.56E-9,1.616E-3
50.56E-9,1.776E-3
50.56E-9,1.956E-3
50.57E-9,2.180E-3
50.57E-9,2.370E-3
50.58E-9,2.537E-3
50.58E-9,2.648E-3
50.59E-9,2.721E-3
50.59E-9,2.732E-3
50.60E-9,2.683E-3
50.60E-9,2.600E-3
50.61E-9,2.502E-3
50.61E-9,2.420E-3
50.62E-9,2.389E-3
50.63E-9,2.372E-3
50.63E-9,2.366E-3
50.63E-9,2.368E-3
50.64E-9,2.375E-3
50.64E-9,2.384E-3
50.64E-9,2.385E-3
50.65E-9,2.366E-3
50.65E-9,2.319E-3
50.66E-9,2.245E-3
50.66E-9,2.124E-3
50.67E-9,2.005E-3
50.67E-9,1.914E-3
50.67E-9,1.832E-3
50.68E-9,1.733E-3
50.68E-9,1.650E-3
50.68E-9,1.553E-3
50.69E-9,1.449E-3
50.69E-9,1.356E-3
50.69E-9,1.254E-3
50.70E-9,1.172E-3
50.70E-9,1.068E-3
50.71E-9,1.010E-3
50.71E-9,948.4E-6
50.71E-9,899.2E-6
50.72E-9,847.9E-6
50.72E-9,797.1E-6
50.72E-9,742.5E-6
50.73E-9,683.2E-6
50.74E-9,638.0E-6
50.75E-9,641.9E-6
50.75E-9,658.3E-6
50.76E-9,667.7E-6
50.77E-9,713.8E-6
50.78E-9,810.6E-6
50.78E-9,975.2E-6
50.79E-9,1.095E-3
50.80E-9,1.156E-3
50.80E-9,1.174E-3
50.80E-9,1.157E-3
50.81E-9,1.113E-3
50.82E-9,1.091E-3
50.82E-9,1.097E-3
50.83E-9,1.104E-3
50.83E-9,1.107E-3
50.84E-9,1.117E-3
50.84E-9,1.125E-3
50.85E-9,1.113E-3
50.85E-9,1.075E-3
50.86E-9,1.008E-3
50.86E-9,922.3E-6
50.87E-9,780.5E-6
50.88E-9,684.6E-6
50.89E-9,586.2E-6
50.89E-9,500.3E-6
50.90E-9,423.5E-6
50.91E-9,359.8E-6
50.91E-9,323.8E-6
50.92E-9,305.5E-6
50.93E-9,287.6E-6
50.93E-9,268.8E-6
50.94E-9,250.2E-6
50.95E-9,237.9E-6
50.95E-9,244.5E-6
50.96E-9,273.0E-6
50.97E-9,302.7E-6
50.98E-9,314.5E-6
50.98E-9,321.6E-6
50.99E-9,409.4E-6
51.00E-9,485.2E-6
51.01E-9,520.2E-6
51.01E-9,532.0E-6
51.02E-9,523.3E-6
51.02E-9,490.4E-6
51.03E-9,461.1E-6
51.04E-9,426.2E-6
51.04E-9,387.7E-6
51.05E-9,327.3E-6
51.07E-9,257.2E-6
51.09E-9,198.3E-6
51.11E-9,162.3E-6
51.13E-9,145.9E-6
51.15E-9,141.4E-6
51.18E-9,139.9E-6
51.20E-9,139.5E-6
51.23E-9,139.3E-6
51.27E-9,139.3E-6
51.32E-9,139.2E-6
51.38E-9,139.1E-6
51.47E-9,139.1E-6
51.62E-9,139.0E-6
51.81E-9,138.9E-6
52.00E-9,138.8E-6
52.07E-9,138.8E-6
52.20E-9,138.8E-6
52.37E-9,138.8E-6
52.71E-9,138.7E-6
53.02E-9,138.7E-6
53.54E-9,138.7E-6
54.00E-9,138.6E-6
54.00E-9,153.9E-6
54.01E-9,179.3E-6
54.01E-9,192.1E-6
54.02E-9,291.6E-6
54.02E-9,492.2E-6
54.03E-9,738.2E-6
54.03E-9,945.4E-6
54.03E-9,1.161E-3
54.03E-9,1.241E-3
54.04E-9,1.323E-3
54.04E-9,1.385E-3
54.04E-9,1.435E-3
54.04E-9,1.469E-3
54.04E-9,1.488E-3
54.05E-9,1.486E-3
54.05E-9,1.464E-3
54.05E-9,1.431E-3
54.05E-9,1.383E-3
54.05E-9,1.330E-3
54.05E-9,1.287E-3
54.06E-9,1.231E-3
54.06E-9,1.186E-3
54.06E-9,1.140E-3
54.06E-9,1.103E-3
54.06E-9,1.068E-3
54.06E-9,1.030E-3
54.06E-9,979.8E-6
54.07E-9,944.8E-6
54.07E-9,911.4E-6
54.07E-9,880.3E-6
54.07E-9,857.7E-6
54.08E-9,842.7E-6
54.08E-9,830.8E-6
54.08E-9,819.3E-6
54.09E-9,809.4E-6
54.09E-9,808.8E-6
54.10E-9,819.7E-6
54.10E-9,834.4E-6
54.11E-9,841.8E-6
54.11E-9,841.4E-6
54.11E-9,840.5E-6
54.12E-9,838.9E-6
54.12E-9,838.7E-6
54.12E-9,840.2E-6
54.12E-9,842.1E-6
54.13E-9,844.8E-6
54.13E-9,848.2E-6
54.13E-9,855.0E-6
54.14E-9,864.1E-6
54.14E-9,879.3E-6
54.15E-9,897.6E-6
54.15E-9,921.5E-6
54.15E-9,947.9E-6
54.16E-9,965.5E-6
54.16E-9,979.4E-6
54.16E-9,981.9E-6
54.17E-9,982.6E-6
54.17E-9,981.5E-6
54.17E-9,978.1E-6
54.18E-9,973.9E-6
54.18E-9,971.6E-6
54.18E-9,973.6E-6
54.18E-9,979.0E-6
54.19E-9,989.5E-6
54.19E-9,1.002E-3
54.19E-9,1.020E-3
54.19E-9,1.041E-3
54.20E-9,1.064E-3
54.20E-9,1.092E-3
54.20E-9,1.121E-3
54.21E-9,1.151E-3
54.21E-9,1.182E-3
54.21E-9,1.208E-3
54.22E-9,1.238E-3
54.22E-9,1.279E-3
54.22E-9,1.320E-3
54.22E-9,1.369E-3
54.23E-9,1.434E-3
54.23E-9,1.495E-3
54.24E-9,1.592E-3
54.24E-9,1.739E-3
54.25E-9,1.895E-3
54.25E-9,2.003E-3
54.25E-9,2.088E-3
54.26E-9,2.154E-3
54.26E-9,2.183E-3
54.27E-9,2.194E-3
54.27E-9,2.184E-3
54.28E-9,2.143E-3
54.28E-9,2.094E-3
54.28E-9,2.047E-3
54.28E-9,1.990E-3
54.29E-9,1.930E-3
54.29E-9,1.841E-3
54.29E-9,1.766E-3
54.30E-9,1.670E-3
54.30E-9,1.548E-3
54.31E-9,1.398E-3
54.32E-9,1.274E-3
54.32E-9,1.150E-3
54.33E-9,1.015E-3
54.34E-9,901.7E-6
54.34E-9,828.0E-6
54.35E-9,793.5E-6
54.36E-9,761.0E-6
54.37E-9,724.9E-6
54.37E-9,709.4E-6
54.38E-9,726.8E-6
54.38E-9,773.2E-6
54.38E-9,831.9E-6
54.39E-9,887.4E-6
54.39E-9,922.0E-6
54.40E-9,931.7E-6
54.40E-9,917.3E-6
54.41E-9,887.9E-6
54.41E-9,851.8E-6
54.42E-9,817.4E-6
54.43E-9,779.3E-6
54.43E-9,745.7E-6
54.44E-9,703.4E-6
54.44E-9,679.0E-6
54.44E-9,653.2E-6
54.44E-9,633.8E-6
54.45E-9,614.0E-6
54.45E-9,598.0E-6
54.45E-9,584.7E-6
54.46E-9,582.5E-6
54.47E-9,619.7E-6
54.47E-9,677.9E-6
54.48E-9,732.2E-6
54.49E-9,759.6E-6
54.50E-9,847.1E-6
54.50E-9,1.033E-3
54.51E-9,1.232E-3
54.51E-9,1.354E-3
54.52E-9,1.404E-3
54.52E-9,1.422E-3
54.53E-9,1.419E-3
54.53E-9,1.394E-3
54.54E-9,1.355E-3
54.55E-9,1.340E-3
54.55E-9,1.409E-3
54.56E-9,1.531E-3
54.57E-9,1.695E-3
54.57E-9,1.802E-3
54.58E-9,1.863E-3
54.58E-9,1.857E-3
54.59E-9,1.794E-3
54.59E-9,1.691E-3
54.60E-9,1.539E-3
54.60E-9,1.380E-3
54.61E-9,1.219E-3
54.62E-9,1.040E-3
54.62E-9,829.8E-6
54.64E-9,596.9E-6
54.65E-9,392.5E-6
54.67E-9,272.4E-6
54.69E-9,226.3E-6
54.71E-9,210.1E-6
54.73E-9,204.5E-6
54.76E-9,202.6E-6
54.79E-9,201.9E-6
54.82E-9,201.7E-6
54.86E-9,201.6E-6
54.92E-9,201.5E-6
55.00E-9,201.4E-6
55.12E-9,201.3E-6
55.33E-9,201.3E-6
55.61E-9,201.2E-6
55.80E-9,201.1E-6
56.00E-9,201.1E-6
56.39E-9,201.1E-6
57.07E-9,201.0E-6
57.53E-9,201.0E-6
58.00E-9,201.0E-6
58.00E-9,218.0E-6
58.01E-9,246.4E-6
58.01E-9,259.1E-6
58.02E-9,365.0E-6
58.02E-9,570.8E-6
58.03E-9,877.1E-6
58.03E-9,1.128E-3
58.03E-9,1.375E-3
58.04E-9,1.529E-3
58.04E-9,1.620E-3
58.04E-9,1.673E-3
58.05E-9,1.713E-3
58.05E-9,1.727E-3
58.05E-9,1.730E-3
58.05E-9,1.689E-3
58.05E-9,1.644E-3
58.05E-9,1.604E-3
58.06E-9,1.550E-3
58.06E-9,1.501E-3
58.06E-9,1.454E-3
58.06E-9,1.439E-3
58.06E-9,1.435E-3
58.07E-9,1.438E-3
58.07E-9,1.440E-3
58.07E-9,1.441E-3
58.07E-9,1.441E-3
58.08E-9,1.443E-3
58.08E-9,1.446E-3
58.08E-9,1.444E-3
58.09E-9,1.437E-3
58.09E-9,1.439E-3
58.09E-9,1.445E-3
58.10E-9,1.454E-3
58.10E-9,1.467E-3
58.10E-9,1.483E-3
58.11E-9,1.512E-3
58.11E-9,1.550E-3
58.12E-9,1.589E-3
58.12E-9,1.630E-3
58.12E-9,1.675E-3
58.13E-9,1.725E-3
58.13E-9,1.776E-3
58.13E-9,1.818E-3
58.14E-9,1.853E-3
58.14E-9,1.872E-3
58.15E-9,1.885E-3
58.15E-9,1.902E-3
58.15E-9,1.922E-3
58.16E-9,1.946E-3
58.16E-9,1.972E-3
58.16E-9,1.996E-3
58.17E-9,2.022E-3
58.17E-9,2.055E-3
58.17E-9,2.091E-3
58.18E-9,2.149E-3
58.18E-9,2.203E-3
58.18E-9,2.262E-3
58.19E-9,2.329E-3
58.19E-9,2.396E-3
58.19E-9,2.476E-3
58.20E-9,2.577E-3
58.20E-9,2.714E-3
58.21E-9,2.901E-3
58.21E-9,3.118E-3
58.22E-9,3.306E-3
58.22E-9,3.481E-3
58.23E-9,3.657E-3
58.23E-9,3.860E-3
58.24E-9,4.063E-3
58.24E-9,4.160E-3
58.25E-9,4.258E-3
58.25E-9,4.316E-3
58.25E-9,4.362E-3
58.25E-9,4.377E-3
58.26E-9,4.374E-3
58.26E-9,4.348E-3
58.27E-9,4.309E-3
58.27E-9,4.260E-3
58.28E-9,4.226E-3
58.28E-9,4.215E-3
58.29E-9,4.213E-3
58.29E-9,4.208E-3
58.30E-9,4.169E-3
58.30E-9,4.079E-3
58.30E-9,3.924E-3
58.31E-9,3.737E-3
58.31E-9,3.492E-3
58.32E-9,3.272E-3
58.32E-9,3.066E-3
